Published Date,Outlet,Headline,Contextual Snippet,URL,Media Type,Classification,Sentiment,Language,Translated Language,AVE(USD),Impressions,Domain Authority,Word Count,Duration,Continent,Country,Province/State,County,City
4/30/2025,LNK TV,Sostinėje – lūžis naujų butų rinkoje,"daugiau nei tuo pačiu laikotarpiu pernai, skelbia Nekilnojamojo turto plėtros bendrovė „EIKA Development“.

Vis tik įmonės plėtros direktorius Tomas Žiaugra pastebi, kad, vertinant šiuos metus, balandį pardavimai buvo mažesni nei praėjusiais mėnesiai...",http://ct.moreover.com/?a=56621524425&p=1lk&v=1&x=Ofbze_c02D9TlD9vDK0tSg,ONLINE_NEWS,,NOT AVAILABLE,Lithuanian,,5627.83,225113,45,1139,,Europe,Lithuania,,,Vilnius
4/30/2025,15min.lt,Apžvelgė būsto rinką Vilniuje balandį: ryškėja dvi tendencijos,"...ekonominės klasės pirkėjai, kurių per pirmus 4 šių metų mėnesius rinka sulaukė dvigubai daugiau nei pernai tuo pačiu metu“, – sakė „EIKA Development“ plėtros direktorius Tomas Žiaugra.

Pagal parduotų būstų klasę, pirmoje vietoje balandžio mėnesį buv...",https://www.15min.lt/verslas/naujiena/nt-ir-interjeras/apvzelge-busto-rinka-vilniuje-balandi-ryskeja-dvi-tendencijos-971-2440940,ONLINE_NEWS,,NOT AVAILABLE,Lithuanian,,31955.78,1278231,74,690,,Europe,Lithuania,,,Vilnius
4/30/2025,Naujienugidas,„Eika“: balandį naujų butų pardavimai sostinėje šoktelėjo 75 proc.,„Eika“: balandį naujų butų pardavimai sostinėje šoktelėjo 75 proc.,https://www.naujienugidas.lt/eika-balandi-nauju-butu-pardavimai-sostineje-soktelejo-75-proc-175802.html,ONLINE_NEWS,,NOT AVAILABLE,Lithuanian,,0.25,10,,9,,Europe,Lithuania,,,
4/30/2025,Lietuvos Nacionalinis Radijas ir Televizija (LRT),„Eika“: balandį naujų butų pardavimai sostinėje šoktelėjo 75 proc.,"daugiau nei tuo pačiu laikotarpiu pernai, skelbia nekilnojamojo turto plėtros bendrovė „EIKA Development“.

Vis tik įmonės plėtros direktorius Tomas Žiaugra pastebi, kad, vertinant šiuos metus, balandį pardavimai buvo mažesni nei praėjusiais mėnesiai...",https://www.lrt.lt/naujienos/verslas/4/2550343/eika-balandi-nauju-butu-pardavimai-sostineje-soktelejo-75-proc,ONLINE_NEWS,,NOT AVAILABLE,Lithuanian,,35688.3,1427532,70,150,,Europe,Lithuania,,,Vilnius
4/30/2025,Naujienugidas,Gyvename geriau? Balandį naujų butų pardavimai sostinėje šoktelėjo 75 proc.,"daugiau nei tuo pačiu laikotarpiu pernai, skelbia Nekilnojamojo turto plėtros bendrovė „EIKA Development“.

Vis tik įmonės plėtros direktorius Tomas Žiaugra pastebi, kad, vertinant šiuos metus, balandį pardavimai buvo mažesni nei praėjusiais mėnesiai...",https://www.naujienugidas.lt/gyvename-geriau-balandi-nauju-butu-pardavimai-sostineje-soktelejo-75-proc-175737.html,ONLINE_NEWS,,NOT AVAILABLE,Lithuanian,,0.25,10,,63,,Europe,Lithuania,,,
4/30/2025,Verslo Idėjos,"„EIKA Development“: balandį NT pardavimai Vilniuje – gerokai didesni nei pernai, augo naujų butų pasiūla","...ekonominės klasės pirkėjai, kurių per pirmus 4 šių metų mėnesius rinka sulaukė dvigubai daugiau nei pernai tuo pačiu metu“, – sakė „EIKA Development“ plėtros direktorius Tomas Žiaugra. NT vystytojai Lietuvoje

Neišsipildę pirkėjų lūkesčiai dėl Euribo...",https://versloidejos.lt/nekilnojamasis-turtas-nt-naujienos/eika-development-balandi-nt-pardavimai-vilniuje-gerokai-didesni-nei-pernai-augo-nauju-butu-pasiula/,ONLINE_NEWS,,NOT AVAILABLE,Lithuanian,,0.25,10,,309,,Europe,Lithuania,,,
4/30/2025,BNS Spaudos centras,"„EIKA Development“: balandį NT pardavimai Vilniuje – gerokai didesni nei pernai, augo naujų butų pasiūla","...ekonominės klasės pirkėjai, kurių per pirmus 4 šių metų mėnesius rinka sulaukė dvigubai daugiau nei pernai tuo pačiu metu“, – sakė „EIKA Development“ plėtros direktorius Tomas Žiaugra.

Pranešimą paskelbė: Irmantas Matilionis, UAB EIKA Group

„BNS Sp...",https://sc.bns.lt/view/item/eika-development-balandi-nt-pardavimai-vilniuje-gerokai-didesni-nei-pernai-augo-nauju-butu-pasiula-506208,ONLINE_NEWS,,NOT AVAILABLE,Lithuanian,,0.25,10,,305,,Europe,Lithuania,,,
4/30/2025,15min.lt,Verslas,"...ekonominės klasės pirkėjai, kurių per pirmus 4 šių metų mėnesius rinka sulaukė dvigubai daugiau nei pernai tuo pačiu metu“, – sakė „EIKA Development“ plėtros direktorius Tomas Žiaugra.

Šaltinis: https://sc.bns.lt/view/item/eika-development-balandi-n...",https://www.15min.lt/verslas/naujiena/bns-spaudos-centras/eika-development-balandi-nt-pardavimai-vilniuje-gerokai-didesni-nei-pernai-augo-nauju-butu-pasiula-506208,ONLINE_NEWS,,NOT AVAILABLE,Lithuanian,,31955.78,1278231,74,299,,Europe,Lithuania,,,Vilnius
4/30/2025,15min.lt,Į NT rinką grįžta 3 metus nematytos rezervacijos „iš brėžinių“,"daugiau nei kovą.

Ankstyvas rezervacijas balandį pradėjo taikyti „Omberg Group“, YIT, „Eika“. Pasak „Omberg Group“ komercijos direktorės Juditos Gedutienės, tokios paklausos dar nestatomiems ir viešai nesiūlomiems projektams nebuvo seniai. Tai rodo,",https://www.15min.lt/verslas/naujiena/nt-ir-interjeras/i-nt-rinka-grizta-3-metus-nematytos-rezervacijos-is-breziniu-971-2440768,ONLINE_NEWS,,NOT AVAILABLE,Lithuanian,,31955.78,1278231,74,446,,Europe,Lithuania,,,Vilnius
4/29/2025,Verslo žinios,P. Drižas tapo LPK viceprezidentu,"LPK yra 12 viceprezidentų, tarp kurių – nekilnojamojo turto plėtros bendrovės „Eika“ įkūrėjas Robertas Dargis, „Kauno grūdų“ generalinis direktorius Andrius Pranckevičius, Lietuvos statybininkų asociacijos vadovas Dalius Gedvilas, asociacijos „Invest...",http://ct.moreover.com/?a=56611510967&p=1lk&v=1&x=Y0hbPYBKUFAIL2-F9wXC1A,ONLINE_NEWS,,NOT AVAILABLE,Lithuanian,,20470.8,818832,59,133,,Europe,Lithuania,,,Vilnius
